R_center,X_bar,std,n,var,x,y,yhat,resid,w
100091.0,0.5285021155009773,0.11571418512512771,10000,0.013389772639172327,0.0868520345788934,0.5285021155009773,0.5262156484387165,0.0022864670622607663,0.9505368551190354
300091.0,0.5206133992951837,0.11410899596630392,10000,0.013020862960437963,0.07929056485496733,0.5206133992951837,0.5211312143513378,-0.0005178150561541139,0.9774676543227883
500091.0,0.5184437707302989,0.11386258805557228,10000,0.012964688958712951,0.0762047280083212,0.5184437707302989,0.5190562560926899,-0.000612485362391002,0.9817028712165318
700091.0,0.5171946377137617,0.11353177053832257,10000,0.01288946292156633,0.07429991496416956,0.5171946377137617,0.5177754341459826,-0.0005807964322208647,0.9874323276808128
900091.0,0.5163932734055697,0.11342685128930495,10000,0.0128656505934061,0.07293812412207666,0.5163932734055697,0.516859747641875,-0.00046647423630530316,0.989259912104317
1100091.0,0.5156458985584998,0.11341171034817459,10000,0.01286221604409825,0.07188605706013378,0.5156458985584998,0.5161523235791925,-0.0005064250206926468,0.9895240704682218
1300091.0,0.5151928045806241,0.11321443389768128,10000,0.012817508042772444,0.07103309558229161,0.5151928045806241,0.5155787807930012,-0.000385976212377126,0.992975571595179
1500091.0,0.5147095051841754,0.11314687254873061,10000,0.01280221476755869,0.07031836335494311,0.5147095051841754,0.5150981852166439,-0.00038868003246850247,0.9941617607798365
1700091.0,0.5142845565945495,0.11318746703227565,10000,0.012811402693182488,0.06970490681492753,0.5142845565945495,0.5146856887765258,-0.0004011321819762381,0.9934487799661952
1900091.0,0.5140008488334256,0.11301181366967639,10000,0.012771670028909655,0.06916867117295268,0.5140008488334256,0.5143251167083341,-0.0003242678749085792,0.9965393990283308
2100081.0,0.5136938204790977,0.11298829533726473,9999,0.012766354883220959,0.06869317734409197,0.5136938204790977,0.5140053882534086,-0.00031156777431085025,0.996854602928712
2300071.0,0.5134130597291607,0.1130486672649412,10000,0.012780001170379389,0.06826660584936811,0.5134130597291607,0.5137185558348887,-0.0003054961057279426,0.9958897660116522
2500071.0,0.5132501247175368,0.11291264440068069,10000,0.012749265265554569,0.0678802308390209,0.5132501247175368,0.5134587520738679,-0.00020862735633109253,0.9982906551944074
2700071.0,0.513029031806635,0.11285787268076616,10000,0.012736899426028025,0.06752746799166377,0.513029031806635,0.513221549583962,-0.00019251777732709474,0.9992598629764644
2900071.0,0.5128313607762174,0.11284337953115432,10000,0.012733628304012139,0.06720319106003894,0.5128313607762174,0.5130035014074698,-0.000172140631252371,0.9995165612920845
3100071.0,0.5125994922772701,0.11291328640332868,10000,0.012749410246400129,0.06690334585005286,0.5125994922772701,0.5128018814496769,-0.00020238917240678056,0.9982793030596413
3300071.0,0.5124818652066048,0.11277176436457632,10000,0.012717470837899526,0.06662467295161316,0.5124818652066048,0.5126144980393363,-0.00013263283273157178,1.0007864407495586
3500071.0,0.5123186976750366,0.1127594907237897,10000,0.012714702748288415,0.06636451428931774,0.5123186976750366,0.5124395638507465,-0.00012086617570994385,1.0010043197361476
3700071.0,0.5121359747661891,0.1128401863009083,10000,0.012732907644423691,0.06612067490001787,0.5121359747661891,0.5122756029611223,-0.00013962819493318346,0.9995731321252219
3900071.0,0.5120515141738214,0.11270213497576133,10000,0.012701771228094724,0.06589132209123462,0.5120515141738214,0.5121213830433563,-6.986886953486149e-05,1.0020234301690303
4100061.0,0.5119243167781591,0.11270137157463807,9999,0.012701599154804637,0.06567492102582143,0.5119243167781591,0.5119758720522787,-5.155527411959682e-05,1.001936801252802
4300051.0,0.5117566854135921,0.11277691054711957,10000,0.012718631552553008,0.0654701454572413,0.5117566854135921,0.5118381782018548,-8.14927882627492e-05,1.00069510800814
4500051.0,0.5116896243064605,0.11265637502526936,10000,0.012691458833834135,0.06527585880021547,0.5116896243064605,0.5117075372368346,-1.7912930374119895e-05,1.0028376203110416
4700051.0,0.511580671011319,0.11262352669401919,10000,0.012684058764998453,0.06509109794348308,0.511580671011319,0.5115833015482342,-2.6305369151824465e-06,1.0034226907178259
4900051.0,0.5114105333262198,0.11272022146935012,10000,0.01270584832809934,0.06491501643305492,0.5114105333262198,0.5114649019689903,-5.436864277053033e-05,1.0017018971531881
5100051.0,0.5113585354996836,0.11260049663796547,10000,0.012678871843116472,0.06474687395148557,0.5113585354996836,0.5113518406996814,6.6948000021493925e-06,1.003833190577416
5300051.0,0.5112623264532082,0.11257077520633074,10000,0.012672179430554249,0.06458601943430921,0.5112623264532082,0.5112436799557916,1.8646497416674457e-05,1.004363333469711
5500051.0,0.5111181236960957,0.11266790823739718,10000,0.012694057546590552,0.06443187739854342,0.5111181236960957,0.5111400327748122,-2.1909078716575436e-05,1.002632320555077
5700051.0,0.5111154091585642,0.11256324290544055,10000,0.012670483653389212,0.06428393677921149,0.5111154091585642,0.5110405555097696,7.485364879467049e-05,1.0044977542584426
5900051.0,0.5110182254491381,0.11253074870320094,10000,0.01266316940370296,0.06414174174312126,0.5110182254491381,0.5109449416522855,7.328379685256348e-05,1.0050779524023432
6100041.0,0.5109355635940178,0.11253907039827224,9999,0.012665042366107274,0.0640048907911477,0.5109355635940178,0.5108529212289408,8.264236507704581e-05,1.0048288241037897
6300031.0,0.5108149600121177,0.11262094230989017,10000,0.01268347664676761,0.0638730097790989,0.5108149600121177,0.5107642426601412,5.071735197648142e-05,1.0034687435988912
6500031.0,0.5107987358976935,0.11251146964608306,10000,0.012658830801921471,0.06374576148787592,0.5107987358976935,0.5106786791952228,0.00012005670247072775,1.0054224260005025
6700031.0,0.5107281193933162,0.11248366903005437,10000,0.012652575798462812,0.06362285304675215,0.5107281193933162,0.5105960339039642,0.00013208548935195186,1.0059194726771807
6900031.0,0.5106040700470186,0.11258919564436316,10000,0.012676326975844684,0.06350401247837341,0.5106040700470186,0.5105161239051295,8.794614188911698e-05,1.0040347175842455
7100031.0,0.5105949474766395,0.11247888610847534,10000,0.012651499820203367,0.06338899215288404,0.5105949474766395,0.5104387826890682,0.00015616478757130015,1.0060050235998963
7300031.0,0.5105310772373418,0.11245368293455121,10000,0.012645830805544574,0.06327756599160271,0.5105310772373418,0.5103638582374298,0.00016721899991201106,1.0064560067984938
7500031.0,0.5104248432034525,0.11256106334739277,10000,0.012669992981895768,0.06316952705882299,0.5104248432034525,0.5102912114038585,0.00013363179959402505,1.0045366554965054
7700031.0,0.5104135321592017,0.11244859647102601,10000,0.012644686848303643,0.06306468547906499,0.5104135321592017,0.5102207145135238,0.00019281764567791182,1.006547060270238
7900031.0,0.5103528753362765,0.11242509757321989,10000,0.012639402564348012,0.062962866628573,0.5103528753362765,0.5101522501470607,0.0002006251892158195,1.0069678776667956
8100021.0,0.5102589575875526,0.11253659736384533,9999,0.01266448574623224,0.06286391443782795,0.5102589575875526,0.5100857133612222,0.00017324422633036018,1.004872987578384
8300011.0,0.5102608841437158,0.1124249318066325,10000,0.01263936529172597,0.06276767511188497,0.5102608841437158,0.510021000742216,0.00023988340149982967,1.0069708471460572
8500011.0,0.5102067942311581,0.11241689754399323,10000,0.01263755885341667,0.06267400648373282,0.5102067942311581,0.509958016695029,0.0002487775361290634,1.0071147856025051
8700011.0,0.510149733484028,0.11239316880498106,10000,0.012632224394024966,0.06258278588602328,0.510149733484028,0.509896678736484,0.0002530547475440015,1.007540079894231
8900011.0,0.5100406739715126,0.11249661712542426,10000,0.0126554888646643,0.062493894851671054,0.5100406739715126,0.5098369072077172,0.00020376676379540992,1.0056879280842685
9100011.0,0.5100490853279652,0.11239029312300484,10000,0.01263157798827495,0.06240722315870782,0.5100490853279652,0.5097786279939927,0.00027045733397257354,1.007591639541143
9300011.0,0.5100121245975764,0.11236966470897765,10000,0.012626941546808056,0.06232266808938418,0.5100121245975764,0.5097217720265119,0.0002903525710644672,1.007961613508469
9500011.0,0.5099092268452917,0.1124747966526381,10000,0.012650579882052291,0.062240133770211765,0.5099092268452917,0.5096662748386502,0.00024295200664148364,1.006078179329516
9700011.0,0.5099092238148444,0.11236510219420819,10000,0.012625916191114849,0.062159530582600146,0.5099092238148444,0.5096120761696604,0.0002971476451839594,1.0080434704734051
9900011.0,0.5098600884339568,0.1123438040920424,10000,0.012621130317871205,0.06208077463524894,0.5098600884339568,0.5095591196099021,0.0003009688240547259,1.0084257158153251
